text,labels
"samsung-galaxy-note10-n970u1-note-10-256gb-rom-8gb-ram-octa-core-6-3-amoled-nfc-snapdragon-original-4g-lite-android-cell-phone Samsung Galaxy Note10 N970U1 Note 10 256GB ROM 8GB RAM Octa Core 6.3"" AMOLED NFC Snapdragon Original 4G Lite Android Cell Phone  SPECIFICATIONS   3.5mm Headphone Port :  No    Battery Capacity Range :  3000-3500 mAh    Battery Capacity(mAh) :  3500    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  qualcomm    Cellular :  3G,2 G,4G    Certification :  CE,FCC    Charging Interface Type :  Type-C    Charging Power :  Other    Design :  Bar,Bar    Display Resolution :  2280x1080    Display Size :  6.3    Fast Charging :  Quick Charge 3.0    Front Camera Pixel :  10 MP    Front Camera Quantity :  1    Google play store :  Yes    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  Used    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English,English,German,French,Spanish,Portuguese,Italian,Korean,Japanese    Memory Card Type :  Not Supported    NFC :  Yes    Operation System :  Android    Origin :  VN(Origin)    Other Features :  Optical Stabilization,Photograph Phone,Fast Charging Phone    Qualcomm Model :  Snapdragon 855    Rear Camera Pixel :  12mp,16MP    Rear Camera Quantity :  3    SIM Card Quantity :  1 SIM Card    Samsung Model :  Galaxy Note10 N970U1    Samsung Pay :  Yes    Screen Material :  AMOLED    Screen Type :  Curved Screen    Touch Screen :  Yes,Yes    Wi-fi :  Yes    Wireless Charging :  Yes",10MP|12MP|16MP|256GB|8GB|C0dejunky
"samsung-galaxy-s10-4g-refurbished-smartphone-6-1-inch-curved-screen-samsung-6gb-ram-128g-us-version-fingerprint-16mp-3400mah Samsung Galaxy S10 4G Refurbished Smartphone 6.1-inch Curved screen Samsung 6GB RAM 128G US version Fingerprint 16MP 3400mAh  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  3000-3500 mAh    Battery Capacity(mAh) :  3400    Battery Type :  Not Detachable    Biometrics Technology :  In-Screen Fingerprint Recognition,Face Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  No    Built-in GPS :  Yes    CPU Model :  SAMSUNG    Cellular :  3G,2 G,4G    Charging Interface Type :  Type-C    Charging Power :  Other    Choice :  yes    Design :  Flip    Display Resolution :  1440x3040    Display Size :  6.1    Fast Charging :  USB-PD    Front Camera Pixel :  10 MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  Refurbished    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    MIL-STD-810G :  No    NFC :  Yes    Operation System :  Android    Origin :  Hk(origin)    Rear Camera Pixel :  16MP    Rear Camera Quantity :  3    Refurbished item grade :  premium    SIM Card Quantity :  1 SIM Card    Samsung Model :  Samsung Galaxy S10    Screen Material :  AMOLED    Screen Type :  Curved Screen    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  Yes    black :  Samsung Galaxy S10    white :  Samsung Galaxy S10",10MP|16MP|6GB|C0dejunky
"samsung-galaxy-s22-ultra-5g-refurbished-android-smartphone-s908u108mp-6-8-inch-screen-128gb-phone-samsung-s22u-us-version5000mah Samsung galaxy s22  SPECIFICATIONS   3.5mm Headphone Port :  No    Battery Capacity(mAh) :  5000mAh    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition,Face Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  No    Built-in GPS :  Yes    CPU Model :  SAMSUNG    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  44W    Design :  Flip    Display Resolution :  3088X1440    Display Size :  6.8 inches    Fast Charging :  Supercharge    Front Camera Pixel :  ≈ 40 MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    Item Condition :  Refurbished    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    MIL-STD-810G :  No    NFC :  Yes    Operation System :  Android    Origin :  Hk(origin)    Other Features :  Photograph Phone,5G Mobile Phone,Fast Charging Phone    Rear Camera Pixel :  108MP    Rear Camera Quantity :  4    Refurbished item grade :  premium    SIM Card Quantity :  1 SIM Card    Samsung Model :  Samsung Galaxy S22 Ultra    Screen Material :  AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Fullview Display    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  Yes    black :  Samsung Galaxy S22 Ultra    renovate :  Samsung Galaxy S22 Ultra    white :  Samsung Galaxy S22 Ultra",108MP|40MP|Mobile Phone|Samsung
"samsung-galaxy-s20-s20-plus5g-refurbished-android-smartphone-12gb-ram-128gb-rom-6-7-inch-oled-us-version-samsung-64mp-nfc4500mah Samsung Galaxy S20+S20 Plus5G Refurbished Android Smartphone 12GB RAM 128GB ROM 6.7-Inch OLED US Version Samsung 64MP NFC4500mAh  SPECIFICATIONS   3.5mm Headphone Port :  No    Battery Capacity Range :  3500-4499 mAh    Battery Capacity(mAh) :  4500mAh    Battery Type :  Not Detachable    Biometrics Technology :  In-Screen Fingerprint Recognition,Face Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  No    Built-in GPS :  Yes    CPU Model :  SAMSUNG    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  22.5 W    Design :  Flip    Display Resolution :  3200x1440    Display Size :  6.7inches    Fast Charging :  USB-PD    Front Camera Pixel :  10 MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    Item Condition :  Refurbished    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    MIL-STD-810G :  No    NFC :  Yes    Operation System :  Android    Origin :  Hk(origin)    Other Features :  5G Mobile Phone    Rear Camera Pixel :  ≈ 64 MP    Rear Camera Quantity :  4    Refurbished item grade :  premium    SIM Card Quantity :  1 SIM Card    Samsung Model :  Samsung GalaxyS20 Plus5G    Screen Material :  AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Fullview Display    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  Yes    black :  Samsung Galaxy S20+    renovate :  Samsung Galaxy S20+    white :  Samsung Galaxy S20+",10MP|128GB|12GB|64MP|C0dejunky
"samsung-galaxy-a71-5g-refurbished-smartphone-6-7-inch-us-version-samsung-6gbram128g-eight-core-fingerprint-nfc64mp4500mah Samsung Galaxy A71 5G Refurbished Smartphone 6.7-inch US Version Samsung 6GBRAM128G Eight core fingerprint NFC64MP4500mAh  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  3500-4499 mAh    Battery Capacity(mAh) :  4500mAh    Battery Type :  Not Detachable    Biometrics Technology :  In-Screen Fingerprint Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  No    Built-in GPS :  Yes    CPU Model :  SAMSUNG    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  22.5 W    Choice :  yes    Design :  Flip    Display Resolution :  2400x1080    Display Size :  6.7inches    Fast Charging :  USB-PD    Front Camera Pixel :  32MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    Item Condition :  Refurbished    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    MIL-STD-810G :  No    NFC :  Yes    Operation System :  Android    Origin :  Hk(origin)    Rear Camera Pixel :  ≈ 64 MP    Rear Camera Quantity :  4    Refurbished item grade :  premium    SIM Card Quantity :  1 SIM Card    Samsung Model :  Samsung Galaxy A71    Screen Material :  AMOLED    Screen Type :  Full Screen    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  No    black :  Samsung Galaxy A71    white :  Samsung Galaxy A71",32MP|64MP|6GB|C0dejunky
"samsung-galaxy-s20-fe-s20-lite-5g-g781u1-g7810-g781b-6-5-rom-128-256gb-ram-6-8gb-snapdragon-nfc-original-unlocked-cell-phone Samsung Galaxy S20 FE S20 Lite 5G G781U1 G7810 G781B 6.5"" ROM 128/256GB RAM 6/8GB Snapdragon NFC Original Unlocked Cell Phone  SPECIFICATIONS   3.5mm Headphone Port :  No    Battery Capacity Range :  4500-5999 mAh    Battery Capacity(mAh) :  4500    Battery Type :  Not Detachable    Biometrics Technology :  Fingerprint Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  qualcomm    Cellular :  3G,2 G,4G,5 G    Certification :  CE,FCC    Charging Interface Type :  Type-C    Charging Power :  Other    Design :  Bar,Bar    Display Resolution :  2400x1080    Display Size :  6.5    Fast Charging :  USB-PD    Front Camera Pixel :  32MP    Front Camera Quantity :  1    Google play store :  Yes    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  Used    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English,English,German,French,Spanish,Portuguese,Italian,Korean,Japanese    Memory Card Type :  Dedicated slot    NFC :  Yes    Operation System :  Android    Origin :  VN(Origin)    Other Features :  Optical Stabilization,Photograph Phone,5G Mobile Phone,Fast Charging Phone    Qualcomm Model :  Snapdragon 865    Rear Camera Pixel :  12mp,8MP    Rear Camera Quantity :  3    SIM Card Quantity :  2 SIM Card,1 SIM Card    Samsung Model :  Galaxy S 20 FE 5G    Samsung Pay :  Yes    Screen Material :  Super AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Full Screen    Touch Screen :  Yes,Yes    Wi-fi :  Yes    Wireless Charging :  Yes",12MP|256GB|32MP|8GB|8MP|C0dejunky
"samsung-galaxy-a51-refurbished-smartphone-dual-sim-european-version-6-5-inch-amoled-screen-4gb-128gb-samsung-android-phonenfc-4g Samsung Galaxy A51 Refurbished Smartphone Dual SIM European Version 6.5-inch AMOLED Screen 4GB 128GB Samsung Android PhoneNFC 4G  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  3000-3500 mAh    Battery Capacity(mAh) :  4000 MAH    Battery Type :  Not Detachable    Biometrics Technology :  In-Screen Fingerprint Recognition,Face Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  No    Built-in GPS :  Yes    CPU Model :  SAMSUNG    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  18W    Design :  Flip    Display Resolution :  2400x1080    Display Size :  6.5    Fast Charging :  USB-PD    Front Camera Pixel :  32MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  No    Item Condition :  Refurbished    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    MIL-STD-810G :  No    NFC :  Yes    Operation System :  Android    Origin :  Hk(origin)    Other Features :  Photograph Phone    Rear Camera Pixel :  48Mp    Rear Camera Quantity :  4    Refurbished item grade :  premium    SIM Card Quantity :  2 SIM Card    Samsung Model :  Samsung Galaxy A51    Screen Material :  AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Fullview Display    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  No    black :  Samsung Galaxy A51    renovate :  Samsung Galaxy A51    white :  Samsung Galaxy A51",128GB|32MP|48MP|4GB|C0dejunky
"samsung-galaxy-a53-5g-refurbished-smartphone-6-5-inch-6gb-128g-us-version-eight-core-exynos-1280-quad-camera-samsung-64mp-nfc Samsung Galaxy A53 5G Refurbished Smartphone 6.5-inch 6GB 128G US Version Eight core Exynos 1280 Quad Camera Samsung 64MP NFC  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  3500-4499 mAh    Battery Capacity(mAh) :  5000    Battery Type :  Not Detachable    Biometrics Technology :  In-Screen Fingerprint Recognition    Bluetooth Version :  YES    Brand Name :  SAMSUNG    Built in radiator :  No    Built-in GPS :  Yes    CPU Model :  SAMSUNG    Cellular :  3G,2 G,4G,5 G    Charging Interface Type :  Type-C    Charging Power :  22.5 W    Choice :  yes    Design :  Flip    Display Resolution :  2400x1080    Display Size :  6.5    Fast Charging :  USB-PD    Front Camera Pixel :  ≈ 32 MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    Item Condition :  Refurbished    Language :  Arabic,Polish,German,Russian,French,Korean,Norwegian,Portuguese,Japanese,Turkish,Spanish,Italian,English    MIL-STD-810G :  No    NFC :  Yes    Operation System :  Android    Origin :  Mainland China    Other Features :  Photograph Phone,5G Mobile Phone,Fast Charging Phone    Rear Camera Pixel :  ≈ 64 MP    Rear Camera Quantity :  4    Refurbished item grade :  premium    SIM Card Quantity :  1 SIM Card    Samsung Model :  Samsung Galaxy A53 5G    Screen Material :  AMOLED    Screen Refresh Rate :  120 Hz    Screen Type :  Full Screen    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  No    black :  Samsung Galaxy A53 5G    white :  Samsung Galaxy A53 5G",32MP|64MP|6GB|C0dejunky
"world-premiere-realme-c75-smartphone-helio-g92-max-chipset-5828mah-battery-45w-charge-6-72-90hz-display-50mp-camera-nfc-ip69 [World Premiere] realme C75 Smartphone Helio G92 Max Chipset 5828mAh Battery 45W Charge 6.72'' 90Hz Display 50MP Camera NFC IP69  SPECIFICATIONS   3.5mm Headphone Port :  Yes    Battery Capacity Range :  4500-5999 mAh    Battery Capacity(mAh) :  5828    Battery Type :  Not Detachable    Biometrics Technology :  Side-Mounted,Fingerprint Recognition,Face Recognition    Brand Name :  realme    Built in radiator :  Yes    Built-in GPS :  Yes    CPU Model :  MTK    Cellular :  3G,2 G,4G    Certification :  CE,EAC    Charging Interface Type :  Type-C    Charging Power :  45W    Design :  Bar    Display Resolution :  2400x1080    Display Size :  6.72    Fast Charging :  OPPO SuperVOOC    Front Camera Pixel :  8MP    Front Camera Quantity :  1    Hign-concerned Chemical :  None    IP68/IP69K :  Yes    Item Condition :  New    Language :  English,Russian,German,French,Spanish,Polish,Portuguese,Italian,Turkish,Norwegian,Korean,Japanese,Arabic    MIL-STD-810G :  Yes    Memory Card Type :  Shared with SIM slot    NFC :  Yes    Operation System :  Android    Origin :  Mainland China    Other Features :  Photograph Phone,Fast Charging Phone,Sports Phone    Rear Camera Pixel :  50MP    Rear Camera Quantity :  1    SIM Card Quantity :  2 SIM Card    Screen Material :  LCD    Screen Refresh Rate :  90 Hz    Screen Type :  Full Screen,Fullview Display    Touch Screen :  Yes    WIFI :  Yes    Wireless Charging :  No    realme model :  C75",50MP|8MP|C0dejunky
"smartwatch-voice-call-push-reminder-physical-examination-health-watch-blood-pressure-uricacid-blood-oxygen-ecg-sport-smart-watch SmartWatch Voice Call Push reminder Physical examination Health Watch Blood Pressure UricAcid Blood Oxygen ECG Sport Smart watch  SPECIFICATIONS   AMOLED HD Screen :  Manipulation Mode    Accessory Type :  Watch, charging cable, user manual, packaging box    Activity Tracked :  Other,Steps Tracker,Distance Tracker,Calorie Tracker,Activity Tracker    App name :  HealthWear    Application Age Group :  Adult    Band Detachable :  Yes    Band Material :  Rubber    Band width[mm] :  22    Battery Capacity(mAh) :  &gt;450mAh    Battery Life :  4    Bluetooth-compatible Version :  5.3    Brand Name :  KAVSUMI    CPU Manufacturer :  MediaTek    Case Material :  Steel    Category :  Smart Watches    Certification :  CE,FCC,RoHS,CEC    Compatibility :  All Compatible    Display Size :  2.04    ECG watch :  ECG Smart watch    Full screen touch control, mobile APP control :  Physical Examination    Function :  Shock Resistant,Passometer,fitness tracker,sleep tracker,Message Reminder,Call Reminder,Answer Call,Dial Call,REMOTE CONTROL,Push Message,Altitude Meter,tourbillon,Big Three Needles,24 hour instruction,Chronograph,Alarm Clock,Small Second,World Time,Calorie Counter,Permanent Calendar,Multiple Time Zone,Power Reserve,GMT Two Places,Perspective Window,week,Phase of the Moon,Speed Measurement,Month,Heart Rate Tracker,Interactive Music,Noctilucent,Thermometer,Calendar,Lighting,Countdown,Calculators,Oxymeter    GPS :  GPS Via Smartphone    Hign-concerned Chemical :  None    Item Condition :  New    Language :  English,Russian,Spanish,Polish,Portuguese,Turkish,Italian,French,German,Korean,Japanese    Mechanism :  Yes    Metrics measured :  Heart Rate Monitor,Other,Blood Oxygen Monitor,Sleep Monitor,Blood Pressure Monitor,Body Temperature Monitor    Model :  16    Movement Type :  Electronic    Multiple Dials :  Yes    Network Mode :  None    Origin :  Mainland China    Original :  Original watch strap charger box    RAM :  512mb    ROM :  512mb    Rear Camera :  None    Resolution :  368*448    SIM Card Available :  No    Screen Material :  AMOLED    Screen Shape :  SQUARE    Style :  Fashion    System :  Android Wear,Proprietary OS,Android OS,iOS,None,Wear OS,Color OS,HarmonyOS,FreeRTOS,Wacth OS,Zepp OS,DuWear,Tizen OS    Type :  wearable    Voice assistant built-in :  Yes    Waterproof Grade :  Professional Waterproof    function 1 :  ECG ECG function    function 10 :  Breathing training    function 11 :  Heart rate monitoring,    function 12 :  Blood pressure monitoring,    function 13 :  Intelligent voice assistant,    function 14 :  Remote family and friend care function,    function 15 :  Music control,    function 16 :  Sleep monitoring    function 17 :  Long sitting reminder    function 18 :  Women's health,    function 19 :  Multi sport modes,    function 2 :  Blood pressure    function 20 :  Calculator    function 21 :  Weather forecast.    function 3 :  Blood lipid    function 4 :  Uric acid    function 5 :  AI auxiliary diagnosis report    function 6 :  Disease symptom screening,    function 7 :  SOS emergency call function,    function 8 :  Blood oxygen monitoring,    function 9 :  Temperature    men Smartwatch :  Smartwatch men    smartwatch android :  smartwatch ios    smartwatch samsung :  smartwatch  apple    smartwatch women :  smartwatch women waterproof",C0dejunky
"mini-mp3-player-bluetooth-compatible-speaker-8-16-32-64-128gb-hifi-music-speaker-portable-walkman-with-radio-fm-recording-e-book Mini MP3 Player Bluetooth-compatible Speaker 8/16/32/64/128GB HiFi Music Speaker Portable Walkman with radio FM recording E-book  SPECIFICATIONS   Audio Format Support :  MP3, WAV    Balanced Out :  No    Battery Life :  &lt; 10 hours    Bluetooth :  Yes    Body Material :  Plastic    Brand Name :  H96 MAX    Certification :  CE    Choice :  yes    Compatible Devices :  Windows PC    External Memory :  Yes    Feature 1 :  Mini MP3 Player    Feature 10 :  mp3 music player bluetooth    Feature 11 :  mp3 music player 128 gb    Feature 2 :  HiFi Music Player    Feature 3 :  Multifunctional Video Walkman for Student    Feature 4 :  Portable Walkman With Recording Pen E-book    Feature 5 :  8/16/32/64GB HiFi Music Speaker    Feature 6 :  HiFi MP3 Player Walkman with E-book    Feature 7 :  mp3 player bluetooth    Feature 8 :  portable mp3 player    Feature 9 :  Player mp3 bluetooth    Function :  FM Radio    Have Speakers or not :  No    Hign-concerned Chemical :  None    Model Number :  Mini MP3 Player    Operation Mode :  Touch Tone    Origin :  Mainland China    Package :  Yes    Screen :  Yes    Streaming Service Compatibility :  Other    Style :  MP3    Supports EBook Reading :  Yes    Supports FM :  No    Supports Recording Function :  No    WIFI :  No    semi_Choice :  yes",128GB|64GB|C0dejunky
11-6in-car-ceiling-monitor-hd-1080p-tv-mp5-display-screen-with-usb-tf-hdmi-fm-supports-remote-control-car-ceiling-monitor 11.6in Car Ceiling Monitor HD 1080P TV MP5 Display Screen with USB TF HDMI FM Supports Remote Control Car Ceiling Monitor  SPECIFICATIONS   Brand Name :  BREYLEE    Choice :  yes    Hign-concerned Chemical :  None    Origin :  Mainland China    semi_Choice :  yes,C0dejunky
"m10-clip-sport-bluetooth-mp3-player-32gb-mini-with-1-44inch-screen-support-fm-recording-e-book-clock-pedometer-music-player M10 Clip Sport Bluetooth MP3 Player 32gb Mini with 1.44inch Screen Support FM,Recording,E-Book,Clock,Pedometer Music Player  SPECIFICATIONS   Audio Format Support :  MP3    Balanced Out :  No    Battery Life :  &gt; 20 hours    Battery Specification :  Lithium Battery,Lithium Battery    Bluetooth :  Yes    Body Material :  Plastic    Brand Name :  AJQK    Certification :  CE,FCC    Choice :  yes    Compatible Devices :  Others    DAC :  clip mp3    DSP :  ruizu x50 mp3 player    Designed for motor vehicle installation :  No    Display Size :  1.4 inches    External Memory :  Yes    Function :  Voice Recorder,Bluetooth,E-Book Reading,Photo Viewer,FM Radio    Have Speakers or not :  No    Hign-concerned Chemical :  None    Model Number :  mini mp3 player    Operation Mode :  Touch Tone    Origin :  Mainland China    Package :  Yes    Screen :  Yes    Signal Noise Ratio :  ≥89dB    Storage Type :  Flash Memory    Streaming Service Compatibility :  Other    Style :  Card    Supports EBook Reading :  Yes    Supports FM :  Yes    Supports Recording Function :  Yes    WIFI :  No    function :  bluetooth mp3 player    mini mp3 :  mp3    mini mp3 player :  mini music player    mp3 :  clip mp3 player    mp3 player :  mini mp3    semi_Choice :  yes",32GB|50MP|C0dejunky
"t25-mp3-player-fast-charging-dual-usb-charger-car-bluetooth-5-0-fm-transmitter T25 MP3 Player Fast Charging Dual USB Charger Car Bluetooth 5.0 FM Transmitter  SPECIFICATIONS   Brand Name :  APWIKOGER    Certification :  None    Display Size :  4""    Hign-concerned Chemical :  None    OSD Language :  Chinese (Simplified)    Origin :  Mainland China    Voltage :  12 V",25MP|C0dejunky
"ruizu-a58-bluetooth-lossless-sport-mp3-player-with-eq-equalizer-full-screen-hifi-music-player-support-24bit-dsd256-decoding-otg RUIZU A58 bluetooth Lossless  Sport MP3 Player With EQ Equalizer Full Screen Hifi Music Player Support 24bit DSD256 Decoding OTG  SPECIFICATIONS   Audio Format Support :  MP3, WAV,MP3, WMA, ASF, WAV,APE, FLAC,MP3, WMA, WAV, MP1, MP2,Ogg,FLAC,ape,MP3,WAV,WMA    Audio format :  MP3, WMA, WMA, OGG, APE, FLAC, WAV, AAC-LC, M4A, ALAC DSD256 and other HIFI audio files    Balanced Out :  Yes    Battery Life :  10 - 20 hours    Battery Specification :  Lithium Battery    Bluetooth :  No    Body Material :  Metal    Brand Name :  NoEnName_Null    Compatible Devices :  Windows PC    DSP :  ATJ2167    Designed for motor vehicle installation :  No    Dimensions (WxHxD) :  60*46*14mm    Display Size :  2.0 inches    Ebook format :  TXT    External Memory :  Yes    Function :  E-Book Reading,Bluetooth    Have Speakers or not :  No    Hign-concerned Chemical :  None    Model Number :  A58    Operation Mode :  Touch Screen    Origin :  Mainland China    Package :  Yes    Screen :  Yes    Signal Noise Ratio :  ≥89dB    Storage Type :  Flash Memory    Streaming Service Compatibility :  Other    Style :  MP3    Supports EBook Reading :  Yes    Supports FM :  No    Supports Recording Function :  No    WIFI :  No",C0dejunky
"bluetooth-5-3-diy-200w-amplifier-mp3-decoder-board-12v-microphone-fm-radio-tf-usb-car-audio-music-player-speaker-volume-control Bluetooth 5.3 DIY 200W Amplifier MP3 Decoder Board 12V Microphone FM Radio TF USB Car Audio Music Player Speaker Volume Control  SPECIFICATIONS   Audio Format Support :  MP3, WAV,FLAC,ape,WMA    Balanced Out :  No    Battery Life :  &gt; 20 hours    Battery Specification :  External Power    Bluetooth :  Yes    Body Material :  Plastic    Brand Name :  kebidu    Certification :  CE    Choice :  yes    Compatible Devices :  Others    DAC :  -    DSP :  -    Designed for motor vehicle installation :  No    Dimensions (WxHxD) :  130mm*43mm*60mm    Display Size :  None    External Memory :  Yes    Function :  Voice Recorder,FM Radio,Bluetooth,Build in Speaker    Have Speakers or not :  Yes    Hign-concerned Chemical :  None    Model Number :  Bluetooth 5.3 MP3 decoder board with Amplifier    Operation Mode :  Touch Tone    Origin :  Mainland China    Package :  No    Screen :  Yes    Signal Noise Ratio :  ≥89dB    Storage Type :  Flash Memory    Streaming Service Compatibility :  Other    Style :  Car MP3    Supports EBook Reading :  No    Supports FM :  Yes    Supports Recording Function :  Yes    WIFI :  No",3MP|C0dejunky
"2025-new-ultra-thin-curved-screen-smart-watch-for-men-women-1-96-amoled-pixel-display-bluetooth-call-smartwatch-ip68-for-huawei 2025 New Ultra-Thin Curved Screen Smart Watch For Men Women 1.96"" Amoled Pixel Display Bluetooth Call Smartwatch IP68 For Huawei  SPECIFICATIONS   APP Download Available :  No    Accessory Type :  For Xiaomi    Activity Tracked :  Other,Steps Tracker,Distance Tracker,Calorie Tracker,Activity Tracker    App name :  For Galaxy    Application Age Group :  Adult    Band Detachable :  Yes    Band Material :  Silica Gel    Band length[mm] :  260    Band width[mm] :  22    Battery Capacity(mAh) :  300-450mah    Battery Detachable :  No    Battery Life :  7    Bluetooth-compatible Version :  5.3    Brand Name :  OBAME    CPU Manufacturer :  MediaTek    CPU Model :  Smartwatch    Case Material :  Alloy    Category :  Smart Watches    Certification :  CE,FCC    Choice :  yes    Compatibility :  All Compatible    Dial Window Material Type :  Sapphire Crystal    Display Size :  1.96    Function :  Shock Resistant,Passometer,fitness tracker,sleep tracker,Mood Tracker,Message Reminder,Call Reminder,Answer Call,REMOTE CONTROL,Push Message,Altitude Meter,tourbillon,Big Three Needles,24 hour instruction,Chronograph,Alarm Clock,Small Second,World Time,Calorie Counter,Permanent Calendar,Multiple Time Zone,Power Reserve,PRAYER,GMT Two Places,Perspective Window,week,Month,Moisture Measurement,Attemper,Heart Rate Tracker,Interactive Music,Noctilucent,Thermometer,Calendar,Compass,Lighting,Countdown,Calculators    GPS :  GPS Via Smartphone    Hign-concerned Chemical :  None    Item Condition :  New    Language :  English,Russian,Spanish,Polish,Portuguese,Turkish,Italian,French,German,Norwegian,Korean,Japanese,Ukrainian,Hebrew,Dutch,Arabic,Indonesian,Greek    Launch Date :  2025    Mechanism :  Yes    Metrics measured :  Heart Rate Monitor,Other,Blood Oxygen Monitor,Sleep Monitor    Model :  MT61    Movement Type :  Electronic    Multiple Dials :  Yes    Network Mode :  None    Origin :  Mainland China    RAM :  128 MB    ROM :  128 MB    Rear Camera :  None    Resolution :  368*448    SIM Card Available :  No    SIM Card Slot :  For HUAWEI    Screen Material :  AMOLED    Screen Shape :  SQUARE    Smart watch1 :  For xiaomi    Smart watch10 :  Digital clock    Smart watch11 :  relojes smart watch    Smart watch12 :  For huawei    Smart watch13 :  reloj inteligente    Smart watch14 :  smart watches    Smart watch15 :  Stainless steel watch    Smart watch16 :  Make and answer calls    Smart watch17 :  call reminder    Smart watch18 :  Message reminder    Smart watch19 :  Fitness tracking    Smart watch2 :  Sports smart watch    Smart watch20 :  woman watch    Smart watch21 :  For xiaomi watch    Smart watch22 :  Smart watch men    Smart watch23 :  Men smart watch    Smart watch24 :  Smart watch lady    Smart watch25 :  t Women smart watch    Smart watch26 :  Smart bracelet    Smart watch27 :  smart watch for men    Smart watch28 :  smart watch for women    Smart watch29 :  Health monitoring    Smart watch3 :  For apple watch    Smart watch30 :  free shipping    Smart watch31 :  for Android iOS    Smart watch32 :  For Samsung    Smart watch33 :  GPS    Smart watch4 :  watches for men    Smart watch5 :  Fitness watch    Smart watch6 :  man watch    Smart watch7 :  reloj    Smart watch8 :  watch    Smart watch9 :  Business smart watch    Style :  SPORT    System :  Android Wear,Android OS,iOS    Touch Screen :  Yes    Type :  On Wrist    Voice assistant built-in :  Yes    WIFI :  No    Waterproof Grade :  Professional Waterproof    Weight[g] :  100",C0dejunky
